tgl/bln/thn;suhu ;kelembapan (%);curah hujan(mm);tekanan(kPa);kecepatang angin(m/s)
01/01/2015;24.4;91.11;4.87;100.03;1.0
02/01/2015;24.93;90.06;0.36;100.04;0.97
03/01/2015;25.57;86.6;0.28;100.05;1.0
04/01/2015;25.22;89.77;2.19;99.94;0.96
05/01/2015;25.67;86.73;1.28;99.87;0.81
06/01/2015;25.76;88.06;0.23;99.79;0.77
07/01/2015;25.75;87.81;1.42;99.82;1.24
08/01/2015;25.35;90.96;9.45;99.95;0.86
09/01/2015;25.16;90.31;2.47;100.02;1.08
10/01/2015;25.92;86.88;1.22;99.92;0.78
11/01/2015;25.81;85.48;0.11;99.93;0.95
12/01/2015;26.11;86.7;0.0;99.91;1.24
13/01/2015;26.22;87.48;1.7;99.93;1.1
14/01/2015;25.15;91.85;13.22;100.05;0.94
15/01/2015;26.0;88.03;0.97;100.03;1.11
16/01/2015;25.61;87.08;0.9;100.05;1.06
17/01/2015;25.24;86.56;1.22;100.0;1.09
18/01/2015;24.4;90.72;10.04;100.14;0.86
19/01/2015;24.62;90.59;0.33;100.13;0.9
20/01/2015;25.14;87.87;0.38;100.23;0.76
21/01/2015;25.33;87.85;0.31;100.31;0.76
22/01/2015;24.7;91.73;27.58;100.23;1.37
23/01/2015;24.79;89.29;15.88;100.1;0.88
24/01/2015;25.53;88.51;5.43;100.09;0.64
25/01/2015;25.18;91.42;11.24;100.16;1.07
26/01/2015;24.26;93.34;7.64;100.12;0.8
27/01/2015;25.38;89.43;1.97;99.95;1.06
28/01/2015;25.93;87.25;2.7;99.87;0.47
29/01/2015;25.43;88.51;1.87;99.97;0.96
30/01/2015;25.03;91.46;10.17;100.1;0.72
31/01/2015;24.92;93.31;10.56;100.11;1.07
01/02/2015;25.0;86.68;2.34;100.08;1.24
02/02/2015;24.85;87.5;0.29;100.2;1.12
03/02/2015;24.91;86.11;0.07;100.25;1.24
04/02/2015;24.87;87.47;2.39;100.15;1.09
05/02/2015;25.19;90.64;11.47;100.07;1.06
06/02/2015;25.08;90.79;15.25;100.1;0.99
07/02/2015;25.29;90.02;11.16;100.06;0.98
08/02/2015;25.43;88.15;3.48;100.04;1.0
09/02/2015;25.45;87.12;2.99;100.07;1.18
10/02/2015;25.23;86.67;0.47;100.07;1.36
11/02/2015;24.47;88.69;3.56;100.05;1.07
12/02/2015;25.31;87.83;1.07;99.92;1.13
13/02/2015;25.2;88.27;0.1;99.91;1.12
14/02/2015;25.93;87.31;1.38;99.91;0.9
15/02/2015;25.69;88.81;0.87;99.9;0.48
16/02/2015;25.91;89.32;1.51;99.87;0.77
17/02/2015;25.65;88.91;7.58;99.91;0.38
18/02/2015;25.38;89.53;22.03;99.93;1.41
19/02/2015;24.61;90.01;6.47;100.09;1.1
20/02/2015;25.57;86.05;0.84;100.07;0.73
21/02/2015;25.86;88.07;3.41;99.94;0.68
22/02/2015;26.02;88.52;3.74;99.9;0.86
23/02/2015;25.49;89.5;2.61;100.05;1.34
24/02/2015;25.77;86.88;0.21;99.99;0.94
25/02/2015;26.4;85.67;0.43;99.88;0.53
26/02/2015;26.36;86.71;0.26;99.84;0.51
27/02/2015;26.24;86.24;1.42;99.77;0.72
28/02/2015;25.73;87.23;3.45;99.9;1.24
01/03/2015;25.82;89.42;15.69;99.95;0.97
02/03/2015;24.8;92.32;9.95;100.02;0.58
03/03/2015;25.45;83.91;0.06;99.98;0.67
04/03/2015;25.8;86.55;2.09;100.0;0.62
05/03/2015;25.71;87.84;1.85;100.04;0.69
06/03/2015;25.75;85.47;1.39;100.05;0.9
07/03/2015;26.2;85.16;4.11;99.99;0.39
08/03/2015;25.35;87.08;1.1;100.1;0.56
09/03/2015;25.42;89.47;1.53;100.15;0.67
10/03/2015;25.08;89.69;13.39;100.16;0.88
11/03/2015;24.38;94.36;15.04;100.18;0.61
12/03/2015;25.58;84.36;0.38;100.21;0.82
13/03/2015;25.93;86.79;2.15;100.1;0.72
14/03/2015;25.79;87.5;3.51;100.19;0.66
15/03/2015;25.19;92.69;31.07;100.25;0.81
16/03/2015;26.07;86.81;1.25;100.15;0.4
17/03/2015;26.64;86.27;2.53;99.97;0.35
18/03/2015;26.54;89.32;4.45;99.84;0.74
19/03/2015;25.47;90.83;5.81;99.92;0.85
20/03/2015;25.35;87.96;6.51;100.03;1.15
21/03/2015;25.85;90.12;17.15;100.08;0.83
22/03/2015;26.71;85.39;4.39;100.03;0.73
23/03/2015;26.11;89.27;14.8;99.95;0.39
24/03/2015;26.06;91.48;8.6;99.94;0.74
25/03/2015;25.46;93.48;12.45;100.01;0.5
26/03/2015;25.23;92.48;3.37;100.15;0.74
27/03/2015;25.78;88.17;3.28;100.12;0.77
28/03/2015;26.61;87.43;0.95;99.92;0.71
29/03/2015;26.27;91.11;24.07;99.88;0.75
30/03/2015;26.72;88.81;4.64;99.91;0.67
31/03/2015;26.95;86.81;3.23;99.91;0.82
01/04/2015;26.69;88.73;8.2;99.85;0.61
02/04/2015;26.52;91.39;21.45;99.78;0.91
03/04/2015;26.3;89.64;20.71;99.76;0.65
04/04/2015;26.11;89.62;14.5;99.69;0.72
05/04/2015;25.3;94.2;11.99;99.72;0.67
06/04/2015;25.7;91.1;0.4;99.7;0.92
07/04/2015;26.2;89.57;1.07;99.73;0.85
08/04/2015;26.04;91.88;6.98;99.81;0.95
09/04/2015;26.37;90.21;12.45;99.87;0.96
10/04/2015;26.64;87.27;8.77;99.93;0.68
11/04/2015;26.94;85.95;7.65;99.95;1.0
12/04/2015;26.52;87.55;15.1;100.08;0.65
13/04/2015;25.11;90.61;14.7;100.08;0.77
14/04/2015;25.95;87.72;1.73;99.88;0.29
15/04/2015;24.69;93.56;8.56;100.08;1.06
16/04/2015;25.66;86.66;6.67;100.1;0.8
17/04/2015;26.1;87.38;9.89;100.0;0.23
18/04/2015;26.78;86.9;22.4;99.9;0.36
19/04/2015;25.39;91.16;6.27;99.98;0.62
20/04/2015;25.84;88.66;0.56;99.96;0.46
21/04/2015;26.47;87.99;5.87;99.9;0.47
22/04/2015;26.03;89.71;6.54;99.93;0.64
23/04/2015;25.61;89.61;10.31;100.0;0.7
24/04/2015;25.26;92.31;10.68;99.99;1.04
25/04/2015;25.71;89.45;3.88;99.94;0.63
26/04/2015;26.17;89.33;5.73;99.96;0.6
27/04/2015;25.21;92.83;12.62;100.03;0.53
28/04/2015;26.46;87.82;3.4;99.94;0.61
29/04/2015;26.45;88.39;29.69;99.97;0.39
30/04/2015;26.19;87.48;4.97;100.0;0.65
01/05/2015;25.97;87.32;3.69;100.02;0.76
02/05/2015;26.56;83.84;2.03;99.97;0.58
03/05/2015;24.94;89.24;5.6;100.1;1.34
04/05/2015;25.62;88.04;0.0;100.01;0.7
05/05/2015;26.44;87.28;1.67;99.84;0.25
06/05/2015;26.7;88.18;4.24;99.78;0.53
07/05/2015;25.92;90.06;15.95;99.86;0.98
08/05/2015;26.18;93.17;38.74;99.79;1.31
09/05/2015;26.84;87.26;0.66;99.77;0.67
10/05/2015;26.35;89.82;0.0;99.79;1.2
11/05/2015;26.71;88.68;1.19;99.82;0.93
12/05/2015;26.52;92.96;11.12;99.83;1.05
13/05/2015;26.37;94.51;7.88;99.84;0.81
14/05/2015;26.04;94.01;12.42;99.92;1.31
15/05/2015;26.18;90.97;5.27;100.03;0.3
16/05/2015;26.16;91.29;8.14;99.94;1.02
17/05/2015;26.5;89.91;3.3;99.82;0.57
18/05/2015;26.68;89.77;1.58;99.89;0.65
19/05/2015;26.41;92.13;4.48;99.95;0.71
20/05/2015;26.27;86.77;4.66;99.97;0.79
21/05/2015;27.19;88.45;0.36;99.88;1.13
22/05/2015;26.9;88.66;0.4;99.94;1.3
23/05/2015;26.37;89.71;0.25;99.97;1.21
24/05/2015;26.22;89.81;0.02;99.93;1.14
25/05/2015;26.36;88.67;3.91;99.91;1.16
26/05/2015;25.71;93.43;11.18;100.02;1.07
27/05/2015;25.75;91.6;1.6;99.95;0.92
28/05/2015;25.95;90.17;0.68;99.87;0.83
29/05/2015;25.97;90.93;0.82;99.93;0.87
30/05/2015;26.38;88.24;0.05;99.91;1.09
31/05/2015;26.64;84.67;1.02;99.81;0.83
01/06/2015;26.6;85.49;2.79;99.78;0.61
02/06/2015;26.01;90.63;8.65;99.85;0.69
03/06/2015;26.36;89.98;1.72;99.84;0.79
04/06/2015;26.26;91.08;3.49;99.76;1.03
05/06/2015;26.57;89.96;5.5;99.72;0.7
06/06/2015;25.98;93.66;11.45;99.73;1.08
07/06/2015;25.6;93.59;4.34;99.82;1.02
08/06/2015;25.9;89.76;4.8;99.85;0.69
09/06/2015;26.11;90.25;2.18;99.85;0.65
10/06/2015;26.16;90.47;4.85;99.86;0.65
11/06/2015;25.81;92.18;8.71;99.83;0.68
12/06/2015;25.45;93.68;5.18;99.83;0.6
13/06/2015;26.26;88.56;3.32;99.79;0.55
14/06/2015;25.79;91.01;2.07;99.82;1.15
15/06/2015;26.03;85.05;1.11;99.83;0.92
16/06/2015;25.66;85.0;0.1;99.83;0.77
17/06/2015;25.6;87.15;0.04;99.79;0.72
18/06/2015;25.55;88.81;0.39;99.79;1.14
19/06/2015;25.44;89.25;0.12;99.87;1.37
20/06/2015;25.89;88.33;0.0;99.9;0.99
21/06/2015;26.34;88.82;0.0;99.91;1.11
22/06/2015;26.29;88.63;0.0;99.87;1.46
23/06/2015;26.01;88.74;0.0;99.94;1.18
24/06/2015;25.7;89.51;0.0;100.02;1.31
25/06/2015;25.81;87.85;0.0;100.01;1.01
26/06/2015;25.59;87.27;1.48;99.99;1.04
27/06/2015;25.14;86.24;0.06;100.15;1.21
28/06/2015;25.24;88.33;1.19;100.28;1.15
29/06/2015;25.72;88.55;0.07;100.22;0.94
30/06/2015;26.13;89.0;0.0;100.09;0.89
01/07/2015;26.27;86.8;0.0;100.15;1.35
02/07/2015;26.29;85.33;0.03;100.08;1.02
03/07/2015;24.82;87.2;0.02;100.06;1.23
04/07/2015;25.46;83.38;0.0;100.07;0.86
05/07/2015;25.42;84.21;0.0;99.98;0.94
06/07/2015;25.69;86.06;0.0;99.85;1.21
07/07/2015;25.52;88.71;0.0;99.81;1.01
08/07/2015;26.86;85.74;0.07;99.88;0.78
09/07/2015;26.86;84.16;0.03;99.87;0.3
10/07/2015;26.74;85.03;0.11;99.87;0.83
11/07/2015;26.43;86.05;0.06;99.92;0.95
12/07/2015;25.8;90.15;3.08;99.83;1.13
13/07/2015;25.09;94.48;26.78;99.78;1.23
14/07/2015;24.71;90.87;8.98;99.79;1.79
15/07/2015;25.35;89.98;0.01;99.75;0.84
16/07/2015;25.78;92.77;5.27;99.71;1.54
17/07/2015;26.49;91.73;11.26;99.78;1.45
18/07/2015;26.16;89.19;2.02;99.85;1.6
19/07/2015;26.02;87.83;0.06;99.86;0.86
20/07/2015;25.46;91.15;2.12;99.92;1.3
21/07/2015;25.88;88.07;0.81;100.04;1.19
22/07/2015;25.78;87.48;0.0;100.09;1.15
23/07/2015;25.86;85.04;0.0;100.1;0.83
24/07/2015;26.06;85.41;0.0;100.06;0.91
25/07/2015;26.04;86.81;0.03;100.04;0.9
26/07/2015;25.65;87.35;0.88;100.11;0.93
27/07/2015;25.28;86.54;0.15;100.18;1.14
28/07/2015;25.13;89.1;0.04;100.15;1.14
29/07/2015;25.59;85.45;0.01;100.07;1.33
30/07/2015;25.33;87.88;3.08;100.07;1.16
31/07/2015;25.08;90.46;12.04;100.02;0.99
01/08/2015;25.13;91.13;11.33;100.07;1.31
02/08/2015;25.52;89.67;21.49;100.06;1.0
03/08/2015;24.61;87.18;11.23;100.12;0.98
04/08/2015;24.88;85.16;7.26;100.03;0.65
05/08/2015;24.81;90.08;4.47;99.92;1.33
06/08/2015;23.98;93.45;8.18;99.85;0.83
07/08/2015;25.59;88.32;6.35;99.87;0.89
08/08/2015;25.89;86.11;0.7;99.83;0.94
09/08/2015;25.29;90.59;1.5;99.73;1.34
10/08/2015;25.6;90.62;0.65;99.74;1.55
11/08/2015;26.46;85.5;0.63;99.9;1.94
12/08/2015;26.17;87.5;0.52;99.98;0.63
13/08/2015;25.97;88.45;1.01;99.95;1.05
14/08/2015;26.69;85.51;1.17;99.93;0.53
15/08/2015;26.56;88.32;1.68;99.95;1.27
16/08/2015;26.68;86.38;1.96;100.03;1.28
17/08/2015;26.16;83.99;0.43;100.01;1.08
18/08/2015;25.23;83.5;0.0;100.03;1.03
19/08/2015;25.77;82.6;0.0;100.03;0.86
20/08/2015;25.91;85.43;0.38;100.01;0.83
21/08/2015;26.24;88.1;2.49;99.94;0.74
22/08/2015;26.42;87.37;0.56;99.91;1.39
23/08/2015;25.7;84.86;0.02;99.96;1.72
24/08/2015;24.99;85.19;0.44;100.05;1.62
25/08/2015;25.27;88.12;8.08;99.99;1.09
26/08/2015;25.59;89.0;8.66;100.0;1.09
27/08/2015;26.21;87.67;0.55;99.96;0.8
28/08/2015;25.61;86.79;0.0;99.96;0.98
29/08/2015;26.39;85.47;0.0;99.93;1.34
30/08/2015;26.31;84.15;2.19;100.03;1.3
31/08/2015;26.03;82.28;0.27;100.05;1.36
01/09/2015;25.55;84.25;0.0;99.99;1.31
02/09/2015;25.0;83.01;0.0;99.97;1.4
03/09/2015;25.2;85.04;0.0;100.08;1.2
04/09/2015;25.84;88.09;2.11;100.11;1.19
05/09/2015;25.75;86.2;1.45;100.17;1.23
06/09/2015;25.65;82.45;0.01;100.14;0.88
07/09/2015;25.41;85.27;0.0;100.09;0.93
08/09/2015;25.44;84.73;2.74;99.98;1.5
09/09/2015;25.75;86.21;2.96;100.02;1.19
10/09/2015;25.51;85.17;0.87;100.14;1.66
11/09/2015;25.33;85.87;0.0;100.01;1.29
12/09/2015;25.15;84.4;0.0;100.05;1.71
13/09/2015;25.52;80.89;0.0;100.03;1.35
14/09/2015;25.86;85.06;0.71;99.98;0.81
15/09/2015;25.42;86.28;0.12;99.88;0.87
16/09/2015;24.39;88.97;0.01;99.84;1.58
17/09/2015;25.4;86.08;0.0;99.97;1.04
18/09/2015;25.46;87.11;0.0;100.07;1.25
19/09/2015;26.18;86.95;0.16;99.98;0.99
20/09/2015;27.27;84.83;0.44;99.89;0.82
21/09/2015;25.56;87.87;0.75;99.91;1.7
22/09/2015;26.16;84.25;0.81;99.87;1.26
23/09/2015;26.12;79.02;0.18;100.02;0.99
24/09/2015;25.67;76.09;0.0;99.96;1.23
25/09/2015;25.64;79.72;0.0;99.93;0.53
26/09/2015;25.95;82.96;0.86;99.86;1.02
27/09/2015;25.45;87.24;5.38;99.85;0.98
28/09/2015;25.25;92.28;6.43;99.83;0.6
29/09/2015;25.88;88.0;2.18;99.85;1.19
30/09/2015;26.69;81.42;0.0;99.99;1.22
01/10/2015;26.1;84.23;0.29;100.12;1.37
02/10/2015;26.13;81.47;0.18;100.17;1.28
03/10/2015;25.68;80.43;0.0;100.12;1.16
04/10/2015;26.58;80.98;0.0;100.13;1.88
05/10/2015;26.16;80.73;0.0;100.15;1.26
06/10/2015;24.93;87.36;1.86;100.06;0.8
07/10/2015;26.35;87.06;6.23;100.05;0.86
08/10/2015;26.25;88.37;1.49;100.01;0.97
09/10/2015;26.17;86.85;1.72;99.99;0.88
10/10/2015;26.02;84.82;0.65;100.03;1.17
11/10/2015;25.92;83.31;0.35;100.14;0.78
12/10/2015;25.94;85.81;4.19;100.15;0.93
13/10/2015;25.81;89.06;0.25;100.09;1.11
14/10/2015;26.6;84.56;0.0;100.03;0.97
15/10/2015;26.24;84.19;0.7;99.95;1.13
16/10/2015;26.52;82.75;0.26;99.92;0.95
17/10/2015;26.37;80.15;0.27;99.96;0.84
18/10/2015;26.18;80.44;0.07;100.03;1.11
19/10/2015;26.81;74.96;0.0;100.03;1.01
20/10/2015;26.34;73.64;0.0;99.94;1.11
21/10/2015;26.22;76.26;0.0;99.9;0.96
22/10/2015;26.06;80.95;0.0;99.93;1.26
23/10/2015;25.96;80.94;0.0;99.86;1.4
24/10/2015;26.64;85.97;0.0;99.84;0.96
25/10/2015;26.71;86.28;0.0;99.9;0.91
26/10/2015;26.74;80.97;0.0;99.91;1.13
27/10/2015;25.31;84.99;5.52;99.89;0.7
28/10/2015;26.09;88.64;3.62;99.97;0.76
29/10/2015;26.47;86.22;0.46;100.0;0.44
30/10/2015;26.76;85.43;2.36;99.95;0.41
31/10/2015;26.69;84.06;0.7;99.98;0.89
01/11/2015;26.57;84.06;0.03;99.95;0.64
02/11/2015;26.52;85.07;2.49;99.95;0.3
03/11/2015;26.31;86.88;7.25;99.9;0.48
04/11/2015;26.77;86.26;39.83;99.83;0.4
05/11/2015;26.76;86.03;24.6;99.79;0.56
06/11/2015;26.61;89.09;47.73;99.83;0.54
07/11/2015;26.22;90.26;4.63;99.95;0.71
08/11/2015;26.3;88.02;24.81;99.99;0.57
09/11/2015;26.91;83.99;3.54;99.89;0.31
10/11/2015;27.06;84.98;8.53;99.75;0.59
11/11/2015;25.67;93.5;9.44;99.84;0.5
12/11/2015;26.48;86.35;9.76;99.98;0.46
13/11/2015;26.77;86.87;5.97;99.93;0.53
14/11/2015;26.21;91.26;9.59;99.82;1.0
15/11/2015;26.66;88.33;14.85;99.83;0.42
16/11/2015;26.05;90.7;16.86;99.84;0.65
17/11/2015;26.0;87.03;4.86;99.92;0.36
18/11/2015;26.42;86.53;1.16;99.87;0.61
19/11/2015;26.46;89.19;2.46;99.85;0.62
20/11/2015;26.49;87.83;3.33;99.78;0.61
21/11/2015;26.39;87.88;25.88;99.77;0.47
22/11/2015;26.44;88.34;31.59;99.75;0.85
23/11/2015;26.45;88.82;8.97;99.76;0.77
24/11/2015;26.48;88.72;9.67;99.78;0.52
25/11/2015;26.14;90.49;5.9;99.75;0.5
26/11/2015;26.33;90.1;9.51;99.8;0.99
27/11/2015;26.08;87.86;6.38;99.82;0.8
28/11/2015;26.6;87.2;24.97;99.95;0.61
29/11/2015;25.95;87.68;29.97;100.12;0.62
30/11/2015;26.39;86.68;17.38;100.01;0.61
01/12/2015;25.81;91.84;9.2;99.96;1.02
02/12/2015;26.01;90.13;3.87;99.97;1.09
03/12/2015;26.15;90.51;24.59;99.96;0.52
04/12/2015;26.74;87.44;14.37;99.94;0.57
05/12/2015;26.86;87.77;5.23;99.87;0.44
06/12/2015;26.6;90.97;11.13;99.92;0.77
07/12/2015;26.04;92.74;5.87;99.96;1.12
08/12/2015;25.75;91.29;5.31;100.03;0.44
09/12/2015;26.38;89.59;5.81;100.0;0.41
10/12/2015;26.66;90.51;8.34;99.92;0.58
11/12/2015;26.45;90.18;4.31;99.87;1.07
12/12/2015;26.6;91.09;61.1;99.85;1.22
13/12/2015;25.19;93.59;31.03;100.01;0.98
14/12/2015;25.78;89.16;2.13;99.96;1.07
15/12/2015;25.94;88.49;2.83;99.99;0.72
16/12/2015;25.08;89.09;6.37;100.06;0.93
17/12/2015;24.85;86.95;3.61;100.09;1.03
18/12/2015;25.65;87.83;3.89;100.1;1.24
19/12/2015;25.54;89.39;3.98;100.17;0.87
20/12/2015;25.53;89.81;1.94;100.07;1.63
21/12/2015;26.56;83.35;0.67;100.02;0.57
22/12/2015;27.04;83.34;3.68;100.04;0.45
23/12/2015;27.14;84.85;4.96;100.03;0.44
24/12/2015;24.84;89.54;1.7;100.09;0.57
25/12/2015;26.04;86.28;4.21;100.01;0.92
26/12/2015;25.79;91.99;4.53;100.01;0.61
27/12/2015;26.3;88.36;3.0;100.15;0.9
28/12/2015;26.56;88.91;4.36;100.22;1.0
29/12/2015;26.17;92.16;9.66;100.1;1.19
30/12/2015;25.67;91.8;10.82;100.1;1.24
31/12/2015;26.49;88.0;2.72;100.08;1.25
01/01/2016;26.29;91.56;13.23;100.18;1.53
02/01/2016;25.42;93.03;8.9;100.27;1.02
03/01/2016;25.7;90.66;4.27;100.25;0.72
04/01/2016;26.92;87.4;0.55;100.17;0.42
05/01/2016;26.78;89.12;3.04;100.08;0.67
06/01/2016;27.08;87.79;1.76;100.09;0.76
07/01/2016;26.66;90.2;3.69;100.1;0.81
08/01/2016;26.77;87.92;5.13;100.05;0.91
09/01/2016;26.84;88.38;10.4;100.01;0.71
10/01/2016;26.83;87.09;3.19;100.07;0.64
11/01/2016;26.92;85.32;0.77;100.04;0.79
12/01/2016;26.74;89.92;1.01;99.92;0.89
13/01/2016;26.65;89.24;2.43;99.86;0.7
14/01/2016;26.51;90.64;6.44;99.84;0.67
15/01/2016;26.78;88.4;7.28;99.84;0.39
16/01/2016;27.07;86.64;2.14;99.79;0.58
17/01/2016;26.16;92.65;11.1;99.79;1.33
18/01/2016;26.97;87.22;5.36;99.79;0.47
19/01/2016;25.89;91.94;19.59;99.96;0.73
20/01/2016;25.58;88.66;4.99;100.13;1.18
21/01/2016;26.42;87.23;0.63;100.01;0.9
22/01/2016;26.9;88.05;0.14;100.0;0.96
23/01/2016;26.25;88.51;0.85;100.08;1.38
24/01/2016;26.61;89.21;10.61;100.14;1.45
25/01/2016;26.25;88.86;8.25;100.16;1.29
26/01/2016;26.46;88.69;3.22;100.08;0.78
27/01/2016;26.57;90.17;9.92;100.0;0.52
28/01/2016;26.86;87.22;9.45;99.97;0.46
29/01/2016;26.36;91.55;7.73;99.98;0.66
30/01/2016;26.55;89.31;4.81;99.96;1.17
31/01/2016;26.3;90.41;4.58;99.91;1.04
01/02/2016;26.44;90.69;4.35;99.88;1.24
02/02/2016;26.33;87.82;1.51;99.95;1.26
03/02/2016;26.09;87.26;0.1;99.94;0.72
04/02/2016;25.98;90.19;9.59;99.87;0.81
05/02/2016;26.73;89.14;4.8;99.76;0.99
06/02/2016;25.91;95.24;10.41;99.81;0.97
07/02/2016;26.1;93.23;19.28;99.9;1.54
08/02/2016;25.27;92.46;15.49;100.0;1.63
09/02/2016;25.85;88.7;2.31;99.96;1.16
10/02/2016;25.36;93.6;10.53;99.95;1.52
11/02/2016;25.6;84.23;0.38;100.03;0.86
12/02/2016;26.38;80.46;6.49;99.98;0.56
13/02/2016;26.92;85.27;0.89;99.96;0.75
14/02/2016;26.1;89.32;10.98;100.0;0.69
15/02/2016;27.33;84.36;5.2;100.02;0.68
16/02/2016;25.89;92.55;26.65;100.12;0.99
17/02/2016;26.02;87.73;9.52;100.13;1.3
18/02/2016;25.97;84.38;0.32;100.09;0.93
19/02/2016;26.65;86.23;1.25;100.06;0.89
20/02/2016;26.05;90.27;3.53;100.14;1.69
21/02/2016;25.66;88.68;6.83;100.19;1.18
22/02/2016;26.08;88.45;2.72;100.21;1.07
23/02/2016;26.58;88.66;2.76;100.06;0.92
24/02/2016;25.58;93.05;7.01;100.07;0.83
25/02/2016;25.47;92.67;26.28;100.15;1.63
26/02/2016;25.83;89.1;3.85;100.18;1.22
27/02/2016;26.32;86.09;0.61;100.14;1.18
28/02/2016;26.15;88.8;6.87;100.2;1.12
29/02/2016;26.3;90.39;9.93;100.19;1.12
01/03/2016;26.08;89.85;6.26;100.11;0.93
02/03/2016;26.25;89.36;0.36;100.07;1.43
03/03/2016;26.78;87.2;0.21;100.12;0.95
04/03/2016;26.52;88.86;1.98;100.01;0.98
05/03/2016;26.84;88.74;1.4;99.96;0.81
06/03/2016;26.77;90.12;8.78;99.96;0.6
07/03/2016;26.64;91.74;3.58;99.9;0.73
08/03/2016;26.98;88.91;0.15;99.82;1.05
09/03/2016;27.05;89.62;4.85;99.84;0.71
10/03/2016;27.06;89.38;3.11;99.98;0.84
11/03/2016;27.48;84.85;4.76;99.98;0.51
12/03/2016;26.73;90.2;12.28;99.97;0.8
13/03/2016;26.51;90.33;7.89;100.04;0.54
14/03/2016;27.19;85.83;10.18;100.06;0.56
15/03/2016;26.76;87.81;28.32;99.98;0.51
16/03/2016;26.49;89.85;8.49;99.96;0.62
17/03/2016;26.95;88.02;2.65;99.9;0.91
18/03/2016;27.63;85.86;2.21;99.87;0.74
19/03/2016;27.92;86.27;1.72;99.83;0.63
20/03/2016;26.57;91.03;5.39;99.87;1.07
21/03/2016;27.33;87.78;29.22;99.83;0.66
22/03/2016;25.67;93.04;26.57;99.88;1.19
23/03/2016;26.84;85.41;8.32;99.98;0.64
24/03/2016;27.08;87.25;5.2;100.07;0.35
25/03/2016;26.48;85.92;6.39;100.24;0.59
26/03/2016;26.27;89.93;16.21;100.23;1.36
27/03/2016;26.81;86.14;1.07;100.18;0.86
28/03/2016;25.65;91.79;2.88;100.2;1.26
29/03/2016;25.84;91.08;4.93;100.2;0.74
30/03/2016;26.05;90.9;2.1;100.16;0.88
31/03/2016;26.77;88.99;0.46;100.02;0.65
01/04/2016;27.14;88.32;0.33;99.88;0.62
02/04/2016;26.93;90.49;21.1;99.94;1.25
03/04/2016;27.35;84.98;4.81;100.02;0.77
04/04/2016;27.05;89.73;20.27;99.92;0.74
05/04/2016;26.65;91.87;9.35;99.88;0.66
06/04/2016;27.33;87.57;2.47;99.9;0.74
07/04/2016;27.34;87.12;1.91;99.9;0.73
08/04/2016;27.39;86.86;9.83;99.88;0.49
09/04/2016;27.2;89.9;3.66;99.88;0.85
10/04/2016;26.71;92.71;15.33;99.92;1.05
11/04/2016;26.62;89.94;10.84;99.91;0.76
12/04/2016;27.29;88.43;4.99;99.88;0.68
13/04/2016;26.98;88.31;0.65;99.82;0.21
14/04/2016;27.33;89.1;7.35;99.9;0.73
15/04/2016;26.6;90.65;16.85;99.97;0.87
16/04/2016;27.18;86.95;4.16;99.88;0.35
17/04/2016;27.02;90.56;10.87;99.85;0.95
18/04/2016;27.19;89.13;1.99;99.85;0.47
19/04/2016;27.12;89.0;3.26;99.87;0.39
20/04/2016;27.16;88.27;6.47;99.94;0.5
21/04/2016;26.54;90.39;6.71;99.93;0.28
22/04/2016;27.37;86.27;1.49;99.83;0.49
23/04/2016;26.53;91.99;19.99;99.78;0.41
24/04/2016;27.14;88.35;3.67;99.72;1.09
25/04/2016;25.92;95.91;13.52;99.82;1.13
26/04/2016;26.17;92.99;19.11;99.91;0.69
27/04/2016;27.0;86.47;4.71;99.82;0.58
28/04/2016;27.62;85.48;2.15;99.75;0.3
29/04/2016;26.48;90.2;5.51;99.86;1.12
30/04/2016;26.33;90.5;3.58;99.84;0.26
01/05/2016;26.24;92.7;3.41;99.88;0.33
02/05/2016;26.61;89.81;10.76;99.87;0.51
03/05/2016;26.82;91.71;10.49;99.79;0.6
04/05/2016;27.0;90.6;8.74;99.76;0.6
05/05/2016;27.33;88.93;4.15;99.76;0.69
06/05/2016;27.53;87.55;2.04;99.73;0.41
07/05/2016;27.07;90.65;6.22;99.73;0.5
08/05/2016;27.01;87.69;1.28;99.86;0.51
09/05/2016;26.61;91.54;3.2;99.86;0.54
10/05/2016;27.63;87.67;2.3;99.71;0.6
11/05/2016;27.06;90.33;17.06;99.69;0.31
12/05/2016;27.05;88.06;21.26;99.62;0.37
13/05/2016;27.04;90.43;16.63;99.7;0.28
14/05/2016;26.4;93.31;10.98;99.88;1.0
15/05/2016;27.21;86.85;1.38;99.81;0.51
16/05/2016;27.4;87.92;3.66;99.76;0.58
17/05/2016;27.53;88.63;4.01;99.74;0.51
18/05/2016;26.96;92.94;10.96;99.76;0.46
19/05/2016;27.14;92.45;8.85;99.74;0.52
20/05/2016;26.97;89.76;0.04;99.72;0.78
21/05/2016;25.91;92.32;0.86;99.93;0.63
22/05/2016;26.98;84.53;1.19;100.02;0.28
23/05/2016;27.07;87.52;1.95;100.01;0.69
24/05/2016;27.28;86.99;4.13;99.92;1.09
25/05/2016;27.15;88.2;2.39;99.86;0.63
26/05/2016;25.83;93.63;8.0;99.94;0.74
27/05/2016;25.68;91.19;2.72;100.0;0.89
28/05/2016;25.48;92.16;6.05;100.0;0.59
29/05/2016;26.67;87.74;2.02;99.87;0.39
30/05/2016;26.16;89.86;3.06;99.97;0.39
